Reda;1399000.0;Dom;10;270.0;1989;2022-01-17
pucki;650000.0;Dom;3;156.0;1989;2022-01-17
Lębork;265000.0;Mieszkanie;3;57.14;1989;2022-01-17
Gdynia;679000.0;Mieszkanie;3;66.7;1989;2022-01-17
Gdynia;1850000.0;Dom;5;225.22;1989;2022-01-17
starogardzki;419900.0;Dom;4;105.0;1989;2022-01-17
Gdańsk;699000.0;Mieszkanie;4;112.0;1989;2022-01-17
Gdańsk;1800000.0;Dom;6;290.0;1989;2022-01-17
Starogard Gdański;3000000.0;Dom;8;550.0;1989;2022-01-17
Gdańsk;599000.0;Mieszkanie;3;61.12;1989;2022-01-17
Gdańsk;800000.0;Mieszkanie;3;77.0;1989;2022-01-17
Gdańsk;480000.0;Mieszkanie;2;49.5;1989;2022-01-17
gdański;960000.0;Dom;6;380.0;1989;2022-01-17
pomorskie;990000.0;Dom;7;220.0;1989;2022-01-17
Gdynia;948000.0;Dom;7;240.0;1989;2022-01-17
Lębork;699000.0;Dom;5;360.0;1989;2022-01-17
Gdańsk;590000.0;Mieszkanie;3;63.4;1989;2022-01-17
Gdynia;539000.0;Mieszkanie;3;68.6;1989;2022-01-17
Dzierzgoń;299000.0;Dom;5;139.3;1989;2022-01-17
Sopot;900000.0;Mieszkanie;2;64.4;1989;2022-01-17
Gdynia;1049000.0;Dom;5;208.0;1989;2022-01-17
bytowski;257000.0;Mieszkanie;4;132.56;1989;2022-01-17
Chojnice;849999.0;Dom;6;282.0;1989;2022-01-17
lęborski;699000.0;Dom;9;314.8;1989;2022-01-17
Reda;1399000.0;Dom;10;270.0;1990;2022-01-17
pucki;650000.0;Dom;3;156.0;1990;2022-01-17
Lębork;265000.0;Mieszkanie;3;57.14;1990;2022-01-17
Gdynia;679000.0;Mieszkanie;3;66.7;1990;2022-01-17
Gdynia;1850000.0;Dom;5;225.22;1990;2022-01-17
starogardzki;419900.0;Dom;4;105.0;1990;2022-01-17
Gdańsk;699000.0;Mieszkanie;4;112.0;1990;2022-01-17
Gdańsk;1800000.0;Dom;6;290.0;1990;2022-01-17
Starogard Gdański;3000000.0;Dom;8;550.0;1990;2022-01-17
Gdańsk;599000.0;Mieszkanie;3;61.12;1990;2022-01-17
Gdańsk;800000.0;Mieszkanie;3;77.0;1990;2022-01-17
Gdańsk;480000.0;Mieszkanie;2;49.5;1990;2022-01-17
gdański;960000.0;Dom;6;380.0;1990;2022-01-17
pomorskie;990000.0;Dom;7;220.0;1990;2022-01-17
Gdynia;948000.0;Dom;7;240.0;1990;2022-01-17
Lębork;699000.0;Dom;5;360.0;1990;2022-01-17
Gdańsk;590000.0;Mieszkanie;3;63.4;1990;2022-01-17
Gdynia;539000.0;Mieszkanie;3;68.6;1990;2022-01-17
Dzierzgoń;299000.0;Dom;5;139.3;1990;2022-01-17
Sopot;900000.0;Mieszkanie;2;64.4;1990;2022-01-17
Gdynia;1049000.0;Dom;5;208.0;1990;2022-01-17
bytowski;257000.0;Mieszkanie;4;132.56;1990;2022-01-17
Chojnice;849999.0;Dom;6;282.0;1990;2022-01-17
lęborski;699000.0;Dom;9;314.8;1990;2022-01-17
Reda;1399000.0;Dom;10;270.0;1991;2022-01-17
pucki;650000.0;Dom;3;156.0;1991;2022-01-17
Lębork;265000.0;Mieszkanie;3;57.14;1991;2022-01-17
Gdynia;679000.0;Mieszkanie;3;66.7;1991;2022-01-17
Gdynia;1850000.0;Dom;5;225.22;1991;2022-01-17
starogardzki;419900.0;Dom;4;105.0;1991;2022-01-17
Gdańsk;699000.0;Mieszkanie;4;112.0;1991;2022-01-17
Gdańsk;1800000.0;Dom;6;290.0;1991;2022-01-17
Starogard Gdański;3000000.0;Dom;8;550.0;1991;2022-01-17
Gdańsk;599000.0;Mieszkanie;3;61.12;1991;2022-01-17
Gdańsk;800000.0;Mieszkanie;3;77.0;1991;2022-01-17
Gdańsk;480000.0;Mieszkanie;2;49.5;1991;2022-01-17
gdański;960000.0;Dom;6;380.0;1991;2022-01-17
pomorskie;990000.0;Dom;7;220.0;1991;2022-01-17
Gdynia;948000.0;Dom;7;240.0;1991;2022-01-17
Lębork;699000.0;Dom;5;360.0;1991;2022-01-17
Gdańsk;590000.0;Mieszkanie;3;63.4;1991;2022-01-17
Gdynia;539000.0;Mieszkanie;3;68.6;1991;2022-01-17
Dzierzgoń;299000.0;Dom;5;139.3;1991;2022-01-17
Sopot;900000.0;Mieszkanie;2;64.4;1991;2022-01-17
Gdynia;1049000.0;Dom;5;208.0;1991;2022-01-17
bytowski;257000.0;Mieszkanie;4;132.56;1991;2022-01-17
Chojnice;849999.0;Dom;6;282.0;1991;2022-01-17
lęborski;699000.0;Dom;9;314.8;1991;2022-01-17
Reda;1399000.0;Dom;10;270.0;1992;2022-01-17
pucki;650000.0;Dom;3;156.0;1992;2022-01-17
Lębork;265000.0;Mieszkanie;3;57.14;1992;2022-01-17
Gdynia;679000.0;Mieszkanie;3;66.7;1992;2022-01-17
Gdynia;1850000.0;Dom;5;225.22;1992;2022-01-17
starogardzki;419900.0;Dom;4;105.0;1992;2022-01-17
Gdańsk;699000.0;Mieszkanie;4;112.0;1992;2022-01-17
Gdańsk;1800000.0;Dom;6;290.0;1992;2022-01-17
Starogard Gdański;3000000.0;Dom;8;550.0;1992;2022-01-17
Gdańsk;599000.0;Mieszkanie;3;61.12;1992;2022-01-17
Gdańsk;800000.0;Mieszkanie;3;77.0;1992;2022-01-17
Gdańsk;480000.0;Mieszkanie;2;49.5;1992;2022-01-17
gdański;960000.0;Dom;6;380.0;1992;2022-01-17
pomorskie;990000.0;Dom;7;220.0;1992;2022-01-17
Gdynia;948000.0;Dom;7;240.0;1992;2022-01-17
Lębork;699000.0;Dom;5;360.0;1992;2022-01-17
Gdańsk;590000.0;Mieszkanie;3;63.4;1992;2022-01-17
Gdynia;539000.0;Mieszkanie;3;68.6;1992;2022-01-17
Dzierzgoń;299000.0;Dom;5;139.3;1992;2022-01-17
Sopot;900000.0;Mieszkanie;2;64.4;1992;2022-01-17
Gdynia;1049000.0;Dom;5;208.0;1992;2022-01-17
bytowski;257000.0;Mieszkanie;4;132.56;1992;2022-01-17
Chojnice;849999.0;Dom;6;282.0;1992;2022-01-17
lęborski;699000.0;Dom;9;314.8;1992;2022-01-17
Reda;1399000.0;Dom;10;270.0;1993;2022-01-17
pucki;650000.0;Dom;3;156.0;1993;2022-01-17
Lębork;265000.0;Mieszkanie;3;57.14;1993;2022-01-17
Gdynia;679000.0;Mieszkanie;3;66.7;1993;2022-01-17
Gdynia;1850000.0;Dom;5;225.22;1993;2022-01-17
starogardzki;419900.0;Dom;4;105.0;1993;2022-01-17
Gdańsk;699000.0;Mieszkanie;4;112.0;1993;2022-01-17
Gdańsk;1800000.0;Dom;6;290.0;1993;2022-01-17
Starogard Gdański;3000000.0;Dom;8;550.0;1993;2022-01-17
Gdańsk;599000.0;Mieszkanie;3;61.12;1993;2022-01-17
Gdańsk;800000.0;Mieszkanie;3;77.0;1993;2022-01-17
Gdańsk;480000.0;Mieszkanie;2;49.5;1993;2022-01-17
gdański;960000.0;Dom;6;380.0;1993;2022-01-17
pomorskie;990000.0;Dom;7;220.0;1993;2022-01-17
Gdynia;948000.0;Dom;7;240.0;1993;2022-01-17
Lębork;699000.0;Dom;5;360.0;1993;2022-01-17
Gdańsk;590000.0;Mieszkanie;3;63.4;1993;2022-01-17
Gdynia;539000.0;Mieszkanie;3;68.6;1993;2022-01-17
Dzierzgoń;299000.0;Dom;5;139.3;1993;2022-01-17
Sopot;900000.0;Mieszkanie;2;64.4;1993;2022-01-17
Gdynia;1049000.0;Dom;5;208.0;1993;2022-01-17
bytowski;257000.0;Mieszkanie;4;132.56;1993;2022-01-17
Chojnice;849999.0;Dom;6;282.0;1993;2022-01-17
lęborski;699000.0;Dom;9;314.8;1993;2022-01-17
Reda;1399000.0;Dom;10;270.0;1994;2022-01-17
pucki;650000.0;Dom;3;156.0;1994;2022-01-17
Lębork;265000.0;Mieszkanie;3;57.14;1994;2022-01-17
Gdynia;679000.0;Mieszkanie;3;66.7;1994;2022-01-17
Gdynia;1850000.0;Dom;5;225.22;1994;2022-01-17
starogardzki;419900.0;Dom;4;105.0;1994;2022-01-17
Gdańsk;699000.0;Mieszkanie;4;112.0;1994;2022-01-17
Gdańsk;1800000.0;Dom;6;290.0;1994;2022-01-17
Starogard Gdański;3000000.0;Dom;8;550.0;1994;2022-01-17
Gdańsk;599000.0;Mieszkanie;3;61.12;1994;2022-01-17
Gdańsk;800000.0;Mieszkanie;3;77.0;1994;2022-01-17
Gdańsk;480000.0;Mieszkanie;2;49.5;1994;2022-01-17
gdański;960000.0;Dom;6;380.0;1994;2022-01-17
pomorskie;990000.0;Dom;7;220.0;1994;2022-01-17
Gdynia;948000.0;Dom;7;240.0;1994;2022-01-17
Lębork;699000.0;Dom;5;360.0;1994;2022-01-17
Gdańsk;590000.0;Mieszkanie;3;63.4;1994;2022-01-17
Gdynia;539000.0;Mieszkanie;3;68.6;1994;2022-01-17
Dzierzgoń;299000.0;Dom;5;139.3;1994;2022-01-17
Sopot;900000.0;Mieszkanie;2;64.4;1994;2022-01-17
Gdynia;1049000.0;Dom;5;208.0;1994;2022-01-17
bytowski;257000.0;Mieszkanie;4;132.56;1994;2022-01-17
Chojnice;849999.0;Dom;6;282.0;1994;2022-01-17
lęborski;699000.0;Dom;9;314.8;1994;2022-01-17
Reda;1399000.0;Dom;10;270.0;1995;2022-01-17
pucki;650000.0;Dom;3;156.0;1995;2022-01-17
Lębork;265000.0;Mieszkanie;3;57.14;1995;2022-01-17
Gdynia;679000.0;Mieszkanie;3;66.7;1995;2022-01-17
Gdynia;1850000.0;Dom;5;225.22;1995;2022-01-17
starogardzki;419900.0;Dom;4;105.0;1995;2022-01-17
Gdańsk;699000.0;Mieszkanie;4;112.0;1995;2022-01-17
Gdańsk;1800000.0;Dom;6;290.0;1995;2022-01-17
Starogard Gdański;3000000.0;Dom;8;550.0;1995;2022-01-17
Gdańsk;599000.0;Mieszkanie;3;61.12;1995;2022-01-17
Gdańsk;800000.0;Mieszkanie;3;77.0;1995;2022-01-17
Gdańsk;480000.0;Mieszkanie;2;49.5;1995;2022-01-17
gdański;960000.0;Dom;6;380.0;1995;2022-01-17
pomorskie;990000.0;Dom;7;220.0;1995;2022-01-17
Gdynia;948000.0;Dom;7;240.0;1995;2022-01-17
Lębork;699000.0;Dom;5;360.0;1995;2022-01-17
Gdańsk;590000.0;Mieszkanie;3;63.4;1995;2022-01-17
Gdynia;539000.0;Mieszkanie;3;68.6;1995;2022-01-17
Dzierzgoń;299000.0;Dom;5;139.3;1995;2022-01-17
Sopot;900000.0;Mieszkanie;2;64.4;1995;2022-01-17
Gdynia;1049000.0;Dom;5;208.0;1995;2022-01-17
bytowski;257000.0;Mieszkanie;4;132.56;1995;2022-01-17
Chojnice;849999.0;Dom;6;282.0;1995;2022-01-17
lęborski;699000.0;Dom;9;314.8;1995;2022-01-17
Reda;1399000.0;Dom;10;270.0;1996;2022-01-17
pucki;650000.0;Dom;3;156.0;1996;2022-01-17
Lębork;265000.0;Mieszkanie;3;57.14;1996;2022-01-17
Gdynia;679000.0;Mieszkanie;3;66.7;1996;2022-01-17
Gdynia;1850000.0;Dom;5;225.22;1996;2022-01-17
starogardzki;419900.0;Dom;4;105.0;1996;2022-01-17
Gdańsk;699000.0;Mieszkanie;4;112.0;1996;2022-01-17
Gdańsk;1800000.0;Dom;6;290.0;1996;2022-01-17
Starogard Gdański;3000000.0;Dom;8;550.0;1996;2022-01-17
Gdańsk;599000.0;Mieszkanie;3;61.12;1996;2022-01-17
Gdańsk;800000.0;Mieszkanie;3;77.0;1996;2022-01-17
Gdańsk;480000.0;Mieszkanie;2;49.5;1996;2022-01-17
gdański;960000.0;Dom;6;380.0;1996;2022-01-17
pomorskie;990000.0;Dom;7;220.0;1996;2022-01-17
Gdynia;948000.0;Dom;7;240.0;1996;2022-01-17
Lębork;699000.0;Dom;5;360.0;1996;2022-01-17
Gdańsk;590000.0;Mieszkanie;3;63.4;1996;2022-01-17
Gdynia;539000.0;Mieszkanie;3;68.6;1996;2022-01-17
Dzierzgoń;299000.0;Dom;5;139.3;1996;2022-01-17
Sopot;900000.0;Mieszkanie;2;64.4;1996;2022-01-17
Gdynia;1049000.0;Dom;5;208.0;1996;2022-01-17
bytowski;257000.0;Mieszkanie;4;132.56;1996;2022-01-17
Chojnice;849999.0;Dom;6;282.0;1996;2022-01-17
lęborski;699000.0;Dom;9;314.8;1996;2022-01-17
Reda;1399000.0;Dom;10;270.0;1997;2022-01-17
pucki;650000.0;Dom;3;156.0;1997;2022-01-17
Lębork;265000.0;Mieszkanie;3;57.14;1997;2022-01-17
Gdynia;679000.0;Mieszkanie;3;66.7;1997;2022-01-17
Gdynia;1850000.0;Dom;5;225.22;1997;2022-01-17
starogardzki;419900.0;Dom;4;105.0;1997;2022-01-17
Gdańsk;699000.0;Mieszkanie;4;112.0;1997;2022-01-17
Gdańsk;1800000.0;Dom;6;290.0;1997;2022-01-17
Starogard Gdański;3000000.0;Dom;8;550.0;1997;2022-01-17
Gdańsk;599000.0;Mieszkanie;3;61.12;1997;2022-01-17
Gdańsk;800000.0;Mieszkanie;3;77.0;1997;2022-01-17
Gdańsk;480000.0;Mieszkanie;2;49.5;1997;2022-01-17
gdański;960000.0;Dom;6;380.0;1997;2022-01-17
pomorskie;990000.0;Dom;7;220.0;1997;2022-01-17
Gdynia;948000.0;Dom;7;240.0;1997;2022-01-17
Lębork;699000.0;Dom;5;360.0;1997;2022-01-17
Gdańsk;590000.0;Mieszkanie;3;63.4;1997;2022-01-17
Gdynia;539000.0;Mieszkanie;3;68.6;1997;2022-01-17
Dzierzgoń;299000.0;Dom;5;139.3;1997;2022-01-17
Sopot;900000.0;Mieszkanie;2;64.4;1997;2022-01-17
Gdynia;1049000.0;Dom;5;208.0;1997;2022-01-17
bytowski;257000.0;Mieszkanie;4;132.56;1997;2022-01-17
Chojnice;849999.0;Dom;6;282.0;1997;2022-01-17
lęborski;699000.0;Dom;9;314.8;1997;2022-01-17
Reda;1399000.0;Dom;10;270.0;1998;2022-01-17
pucki;650000.0;Dom;3;156.0;1998;2022-01-17
Lębork;265000.0;Mieszkanie;3;57.14;1998;2022-01-17
Gdynia;679000.0;Mieszkanie;3;66.7;1998;2022-01-17
Gdynia;1850000.0;Dom;5;225.22;1998;2022-01-17
starogardzki;419900.0;Dom;4;105.0;1998;2022-01-17
Gdańsk;699000.0;Mieszkanie;4;112.0;1998;2022-01-17
Gdańsk;1800000.0;Dom;6;290.0;1998;2022-01-17
Starogard Gdański;3000000.0;Dom;8;550.0;1998;2022-01-17
Gdańsk;599000.0;Mieszkanie;3;61.12;1998;2022-01-17
Gdańsk;800000.0;Mieszkanie;3;77.0;1998;2022-01-17
Gdańsk;480000.0;Mieszkanie;2;49.5;1998;2022-01-17
gdański;960000.0;Dom;6;380.0;1998;2022-01-17
pomorskie;990000.0;Dom;7;220.0;1998;2022-01-17
Gdynia;948000.0;Dom;7;240.0;1998;2022-01-17
Lębork;699000.0;Dom;5;360.0;1998;2022-01-17
Gdańsk;590000.0;Mieszkanie;3;63.4;1998;2022-01-17
Gdynia;539000.0;Mieszkanie;3;68.6;1998;2022-01-17
Dzierzgoń;299000.0;Dom;5;139.3;1998;2022-01-17
Sopot;900000.0;Mieszkanie;2;64.4;1998;2022-01-17
Gdynia;1049000.0;Dom;5;208.0;1998;2022-01-17
bytowski;257000.0;Mieszkanie;4;132.56;1998;2022-01-17
Chojnice;849999.0;Dom;6;282.0;1998;2022-01-17
lęborski;699000.0;Dom;9;314.8;1998;2022-01-17
Reda;1399000.0;Dom;10;270.0;1999;2022-01-17
pucki;650000.0;Dom;3;156.0;1999;2022-01-17
Lębork;265000.0;Mieszkanie;3;57.14;1999;2022-01-17
Gdynia;679000.0;Mieszkanie;3;66.7;1999;2022-01-17
Gdynia;1850000.0;Dom;5;225.22;1999;2022-01-17
starogardzki;419900.0;Dom;4;105.0;1999;2022-01-17
Gdańsk;699000.0;Mieszkanie;4;112.0;1999;2022-01-17
Gdańsk;1800000.0;Dom;6;290.0;1999;2022-01-17
Starogard Gdański;3000000.0;Dom;8;550.0;1999;2022-01-17
Gdańsk;599000.0;Mieszkanie;3;61.12;1999;2022-01-17
Gdańsk;800000.0;Mieszkanie;3;77.0;1999;2022-01-17
Gdańsk;480000.0;Mieszkanie;2;49.5;1999;2022-01-17
gdański;960000.0;Dom;6;380.0;1999;2022-01-17
pomorskie;990000.0;Dom;7;220.0;1999;2022-01-17
Gdynia;948000.0;Dom;7;240.0;1999;2022-01-17
Lębork;699000.0;Dom;5;360.0;1999;2022-01-17
Gdańsk;590000.0;Mieszkanie;3;63.4;1999;2022-01-17
Gdynia;539000.0;Mieszkanie;3;68.6;1999;2022-01-17
Dzierzgoń;299000.0;Dom;5;139.3;1999;2022-01-17
Sopot;900000.0;Mieszkanie;2;64.4;1999;2022-01-17
Gdynia;1049000.0;Dom;5;208.0;1999;2022-01-17
bytowski;257000.0;Mieszkanie;4;132.56;1999;2022-01-17
Chojnice;849999.0;Dom;6;282.0;1999;2022-01-17
lęborski;699000.0;Dom;9;314.8;1999;2022-01-17
Reda;1399000.0;Dom;10;270.0;2000;2022-01-17
pucki;650000.0;Dom;3;156.0;2000;2022-01-17
Lębork;265000.0;Mieszkanie;3;57.14;2000;2022-01-17
Gdynia;679000.0;Mieszkanie;3;66.7;2000;2022-01-17
Gdynia;1850000.0;Dom;5;225.22;2000;2022-01-17
starogardzki;419900.0;Dom;4;105.0;2000;2022-01-17
Gdańsk;699000.0;Mieszkanie;4;112.0;2000;2022-01-17
Gdańsk;1800000.0;Dom;6;290.0;2000;2022-01-17
Starogard Gdański;3000000.0;Dom;8;550.0;2000;2022-01-17
Gdańsk;599000.0;Mieszkanie;3;61.12;2000;2022-01-17
Gdańsk;800000.0;Mieszkanie;3;77.0;2000;2022-01-17
Gdańsk;480000.0;Mieszkanie;2;49.5;2000;2022-01-17
gdański;960000.0;Dom;6;380.0;2000;2022-01-17
pomorskie;990000.0;Dom;7;220.0;2000;2022-01-17
Gdynia;948000.0;Dom;7;240.0;2000;2022-01-17
Lębork;699000.0;Dom;5;360.0;2000;2022-01-17
Gdańsk;590000.0;Mieszkanie;3;63.4;2000;2022-01-17
Gdynia;539000.0;Mieszkanie;3;68.6;2000;2022-01-17
Dzierzgoń;299000.0;Dom;5;139.3;2000;2022-01-17
Sopot;900000.0;Mieszkanie;2;64.4;2000;2022-01-17
Gdynia;1049000.0;Dom;5;208.0;2000;2022-01-17
bytowski;257000.0;Mieszkanie;4;132.56;2000;2022-01-17
Chojnice;849999.0;Dom;6;282.0;2000;2022-01-17
lęborski;699000.0;Dom;9;314.8;2000;2022-01-17
